algorithm,version,parameters,cpu,cores,ram_gib,os,iterations,warmup_iterations,median_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,latency_classification,requested_allocation_bytes,resident_memory_bytes,kdf_working_memory_bytes,ram_classification,bytes_read,bytes_written,estimated_bandwidth_gb_per_sec,cache_locality_tier,bandwidth_classification
argon2id,0.5.0,"memory_kib=8192,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,20.449599999999997,20.449599999999997,21.3226,21.3226,19.7565,21.3226,Measured,8388608,0,8388608,Estimated,33554432,33554432,1.0157861290747245,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=8192,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,21.4429,21.4429,22.6552,22.6552,20.1189,22.6552,Measured,8388608,0,8388608,Estimated,33554432,33554432,0.9732625317283586,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,13.6122,13.6122,13.9201,13.9201,12.5898,13.9201,Measured,16777216,0,16777216,Estimated,16777216,16777216,0.7788724917190276,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,13.3186,13.3186,15.512,15.512,13.079500000000001,15.512,Measured,16777216,0,16777216,Estimated,16777216,16777216,0.7456436515302994,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,13.965399999999999,13.965399999999999,14.5499,14.5499,13.3995,14.5499,Measured,16777216,0,16777216,Estimated,16777216,16777216,0.7455600408447614,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,23.2827,23.2827,25.188200000000002,25.188200000000002,23.017300000000002,25.188200000000002,Measured,16777216,0,16777216,Estimated,33554432,33554432,0.8742701592710405,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,23.9966,23.9966,24.0328,24.0328,23.3664,24.0328,Measured,16777216,0,16777216,Estimated,33554432,33554432,0.8754016342698029,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,22.4639,22.4639,24.444899999999997,24.444899999999997,22.3501,24.444899999999997,Measured,16777216,0,16777216,Estimated,33554432,33554432,0.9024110980682627,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,32.0886,32.0886,33.0629,33.0629,32.0432,33.0629,Measured,16777216,0,16777216,Estimated,50331648,50331648,0.9645587670932675,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,33.9684,33.9684,36.3987,36.3987,33.7784,36.3987,Measured,16777216,0,16777216,Estimated,50331648,50331648,0.9001829171687686,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,31.926299999999998,31.926299999999998,32.598299999999995,32.598299999999995,31.281999999999996,32.598299999999995,Measured,16777216,0,16777216,Estimated,50331648,50331648,0.9785338379610591,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,39.3754,39.3754,40.795199999999994,40.795199999999994,38.8634,40.795199999999994,Measured,16777216,0,16777216,Estimated,67108864,67108864,1.0501201337433002,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,40.4027,40.4027,41.334,41.334,39.702,41.334,Measured,16777216,0,16777216,Estimated,67108864,67108864,1.0293259068155374,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=16384,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,40.9135,40.9135,41.0936,41.0936,40.882099999999994,41.0936,Measured,16777216,0,16777216,Estimated,67108864,67108864,1.0171764483778882,L3 Cache Hit (256KB-16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,27.2265,27.2265,27.2443,27.2443,26.129900000000003,27.2443,Measured,33554432,0,33554432,Estimated,33554432,33554432,0.7754275086940933,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,26.576999999999998,26.576999999999998,26.587400000000002,26.587400000000002,25.6948,26.587400000000002,Measured,33554432,0,33554432,Estimated,33554432,33554432,0.7925517885040679,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,31.1237,31.1237,37.6624,37.6624,27.2943,37.6624,Measured,33554432,0,33554432,Estimated,33554432,33554432,0.6504968755334075,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,80.8644,80.8644,88.5969,88.5969,50.549499999999995,88.5969,Measured,33554432,0,33554432,Estimated,67108864,67108864,0.5681539269890387,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,45.5124,45.5124,49.5863,49.5863,44.3117,49.5863,Measured,33554432,0,33554432,Estimated,67108864,67108864,0.8966332497432041,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,44.2171,44.2171,44.720000000000006,44.720000000000006,43.96,44.720000000000006,Measured,33554432,0,33554432,Estimated,67108864,67108864,0.9405773338921616,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,62.240700000000004,62.240700000000004,66.8226,66.8226,61.987300000000005,66.8226,Measured,33554432,0,33554432,Estimated,100663296,100663296,0.9814153946650782,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,63.0797,63.0797,65.75930000000001,65.75930000000001,62.8837,65.75930000000001,Measured,33554432,0,33554432,Estimated,100663296,100663296,0.9779749607114858,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,65.6765,65.6765,68.92049999999999,68.92049999999999,65.5056,68.92049999999999,Measured,33554432,0,33554432,Estimated,100663296,100663296,0.9370193090944346,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,80.9397,80.9397,84.1402,84.1402,80.2549,84.1402,Measured,33554432,0,33554432,Estimated,134217728,134217728,1.0190156471890657,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,83.9941,83.9941,84.4636,84.4636,83.075,84.4636,Measured,33554432,0,33554432,Estimated,134217728,134217728,0.9939065576761987,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,92.9778,92.9778,105.56790000000001,105.56790000000001,83.5447,105.56790000000001,Measured,33554432,0,33554432,Estimated,134217728,134217728,0.8862407228321133,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,70.4809,70.4809,76.0098,76.0098,55.6804,76.0098,Measured,67108864,0,67108864,Estimated,67108864,67108864,0.6182881727408122,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,58.2842,58.2842,64.84270000000001,64.84270000000001,57.1781,64.84270000000001,Measured,67108864,0,67108864,Estimated,67108864,67108864,0.6932697373894234,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,64.5195,64.5195,67.4349,67.4349,60.6891,67.4349,Measured,67108864,0,67108864,Estimated,67108864,67108864,0.648866948534469,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,109.1968,109.1968,169.579,169.579,95.6872,169.579,Measured,67108864,0,67108864,Estimated,134217728,134217728,0.6676227023764698,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,105.4759,105.4759,108.6444,108.6444,99.18169999999999,108.6444,Measured,67108864,0,67108864,Estimated,134217728,134217728,0.797952135639096,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,98.4705,98.4705,100.7928,100.7928,94.796,100.7928,Measured,67108864,0,67108864,Estimated,134217728,134217728,0.850168656458068,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,142.2572,142.2572,143.4948,143.4948,140.8524,143.4948,Measured,67108864,0,67108864,Estimated,201326592,201326592,0.8790345341023206,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,144.1295,144.1295,151.71509999999998,151.71509999999998,135.40879999999999,151.71509999999998,Measured,67108864,0,67108864,Estimated,201326592,201326592,0.8695583617427711,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,137.62079999999997,137.62079999999997,140.5998,140.5998,134.3245,140.5998,Measured,67108864,0,67108864,Estimated,201326592,201326592,0.9089915260173979,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,176.2919,176.2919,186.5342,186.5342,172.6924,186.5342,Measured,67108864,0,67108864,Estimated,268435456,268435456,0.933674560262624,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,175.52960000000002,175.52960000000002,182.84619999999998,182.84619999999998,172.0183,182.84619999999998,Measured,67108864,0,67108864,Estimated,268435456,268435456,0.9426952524547312,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,170.8439,170.8439,172.45569999999998,172.45569999999998,170.2753,172.45569999999998,Measured,67108864,0,67108864,Estimated,268435456,268435456,0.973567828178519,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,112.17280000000001,112.17280000000001,114.5154,114.5154,111.729,114.5154,Measured,134217728,0,134217728,Estimated,134217728,134217728,0.7387331376773995,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,116.9996,116.9996,160.4692,160.4692,116.0094,160.4692,Measured,134217728,0,134217728,Estimated,134217728,134217728,0.6353592143097128,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,118.1744,118.1744,120.909,120.909,116.26450000000001,120.909,Measured,134217728,0,134217728,Estimated,134217728,134217728,0.7035358869434715,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,196.0032,196.0032,199.17280000000002,199.17280000000002,195.96620000000001,199.17280000000002,Measured,134217728,0,134217728,Estimated,268435456,268435456,0.8458201766004864,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,202.4209,202.4209,209.2097,209.2097,199.84879999999998,209.2097,Measured,134217728,0,134217728,Estimated,268435456,268435456,0.8176890341686082,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,199.2738,199.2738,213.2443,213.2443,198.5516,213.2443,Measured,134217728,0,134217728,Estimated,268435456,268435456,0.8182372649142969,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,343.8408,343.8408,383.3587,383.3587,325.159,383.3587,Measured,134217728,0,134217728,Estimated,402653184,402653184,0.7126848882771413,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,386.78200000000004,386.78200000000004,394.0664,394.0664,356.8315,394.0664,Measured,134217728,0,134217728,Estimated,402653184,402653184,0.6592363985687011,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,346.09929999999997,346.09929999999997,349.6259,349.6259,322.2776,349.6259,Measured,134217728,0,134217728,Estimated,402653184,402653184,0.7367366769521656,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,457.648,457.648,482.9475,482.9475,385.2584,482.9475,Measured,134217728,0,134217728,Estimated,536870912,536870912,0.7542309148843626,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,394.2639,394.2639,530.2883,530.2883,365.3943,530.2883,Measured,134217728,0,134217728,Estimated,536870912,536870912,0.7752259492932458,DRAM Memory Bus (>16MB),Estimated
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,409.37760000000003,409.37760000000003,421.1073,421.1073,370.4913,421.1073,Measured,134217728,0,134217728,Estimated,536870912,536870912,0.8326559677036065,DRAM Memory Bus (>16MB),Estimated
